,SalePrice,Id,Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,Year Built,Full Bath,Mas Vnr Area,TotRms AbvGrd,Fireplaces,BsmtFin SF 1,Wood Deck SF,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Cond,Functional,Sale Type
531,220000,966,8,1296,471.0,2.0,1267.0,1296,2001,2,136.0,6,0,1005.0,192,Timber,Norm,Norm,1Fam,1Story,5,Typ,WD 
532,167300,1612,6,1587,525.0,2.0,1587.0,1587,1971,2,302.0,7,1,838.0,0,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
533,122000,904,5,1298,256.0,1.0,720.0,854,1941,1,0.0,6,2,626.0,84,Edwards,Norm,Norm,1Fam,1.5Fin,6,Typ,WD 
534,125000,2487,5,1728,504.0,2.0,1728.0,1728,1963,2,336.0,10,0,1332.0,0,Sawyer,RRAe,Norm,Duplex,1Story,5,Typ,ConLI
535,112500,1304,5,928,288.0,1.0,928.0,928,1957,1,0.0,5,0,308.0,0,OldTown,Norm,Norm,1Fam,1Story,6,Typ,WD 
536,191000,2112,7,1795,578.0,2.0,879.0,879,2005,2,0.0,7,0,0.0,164,CollgCr,Norm,Norm,1Fam,2Story,5,Typ,WD 
537,136000,1244,6,1080,288.0,1.0,1080.0,1080,1958,1,135.0,5,0,570.0,0,NAmes,Norm,Norm,1Fam,1Story,7,Typ,WD 
538,197900,843,7,1779,546.0,2.0,866.0,866,1998,2,0.0,6,0,0.0,198,CollgCr,Norm,Norm,1Fam,2Story,5,Typ,WD 
539,117000,2689,6,1635,255.0,1.0,485.0,1001,1910,1,0.0,5,0,0.0,394,OldTown,Feedr,Norm,1Fam,1.5Fin,8,Typ,WD 
540,194000,2753,7,1220,632.0,2.0,1199.0,1220,2006,2,84.0,6,0,684.0,105,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,New
541,285000,1169,9,1310,545.0,2.0,1310.0,1310,2001,1,179.0,5,1,1004.0,277,Somerst,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
542,127500,1376,5,1355,0.0,0.0,644.0,808,1940,2,0.0,6,0,351.0,140,Edwards,Norm,Norm,2fmCon,1.5Fin,7,Typ,WD 
543,268000,2503,7,2295,590.0,2.0,1095.0,1166,1992,2,0.0,9,1,728.0,0,NoRidge,Norm,Norm,1Fam,2Story,5,Typ,WD 
544,137000,1987,4,1798,342.0,2.0,1075.0,1156,1900,2,0.0,7,0,0.0,0,OldTown,Artery,Norm,1Fam,2Story,8,Typ,WD 
545,215000,1190,7,1620,578.0,2.0,1620.0,1620,1967,2,0.0,8,1,603.0,0,NWAmes,Norm,Norm,1Fam,1Story,7,Typ,WD 
546,129500,1930,5,1216,336.0,1.0,1216.0,1216,1955,1,0.0,5,0,288.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
547,115000,2677,5,1344,240.0,1.0,896.0,896,1936,1,0.0,7,0,0.0,200,BrkSide,Norm,Norm,1Fam,1.5Fin,4,Typ,WD 
548,114000,1256,5,1159,288.0,1.0,747.0,747,1925,1,0.0,5,0,0.0,84,OldTown,Norm,Norm,1Fam,1.5Fin,8,Typ,WD 
549,107000,2484,4,1056,384.0,1.0,1056.0,1056,1966,1,0.0,5,0,1056.0,0,SawyerW,Norm,Norm,1Fam,1Story,4,Typ,WD 
550,118500,1253,5,1216,336.0,1.0,832.0,832,1947,1,0.0,6,0,442.0,158,NAmes,Norm,Norm,1Fam,1.5Fin,5,Typ,COD
551,120000,1337,6,1158,208.0,1.0,862.0,950,1929,1,0.0,5,1,0.0,0,BrkSide,Norm,Norm,1Fam,1.5Fin,7,Typ,WD 
552,260000,1788,8,1538,484.0,2.0,1538.0,1538,2005,2,148.0,7,0,769.0,146,Somerst,Norm,Norm,1Fam,1Story,5,Typ,WD 
553,136000,141,5,1143,308.0,1.0,1143.0,1143,1959,1,150.0,6,0,856.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
554,123000,1669,4,872,480.0,4.0,858.0,872,1971,1,0.0,5,0,0.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
555,89500,1366,6,1406,0.0,0.0,319.0,1035,1920,1,0.0,6,0,0.0,0,IDOTRR,Artery,Norm,1Fam,1.5Fin,7,Typ,WD 
556,199500,52,6,1324,430.0,2.0,1324.0,1324,2005,2,0.0,6,0,0.0,36,Gilbert,Norm,Norm,1Fam,1Story,5,Typ,WD 
557,109900,1380,5,904,408.0,1.0,876.0,904,1966,1,41.0,6,0,0.0,0,Sawyer,Norm,Norm,1Fam,1Story,7,Typ,WD 
558,234000,919,7,2080,282.0,1.0,1276.0,1276,1926,1,0.0,9,2,0.0,0,Crawfor,Norm,Norm,1Fam,2Story,9,Typ,WD 
559,155900,2804,6,848,420.0,2.0,848.0,848,2004,1,169.0,3,1,662.0,140,CollgCr,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
560,161500,782,4,1788,304.0,1.0,1104.0,1104,1957,1,0.0,8,2,0.0,120,ClearCr,Norm,Norm,1Fam,1.5Fin,5,Min2,WD 
561,137500,956,6,1344,525.0,2.0,819.0,1344,1958,1,541.0,7,1,111.0,0,Timber,Norm,Norm,1Fam,SLvl,6,Typ,COD
562,76500,187,5,2256,0.0,0.0,840.0,1128,1910,2,0.0,12,0,0.0,0,OldTown,Norm,Norm,2fmCon,2Story,3,Typ,WD 
563,211000,2074,6,2060,521.0,2.0,1151.0,1164,1988,2,268.0,8,1,831.0,0,ClearCr,Norm,Norm,1Fam,2Story,5,Typ,WD 
564,181000,1039,6,1337,511.0,2.0,1405.0,1337,1998,2,0.0,5,0,266.0,144,NAmes,Norm,Norm,TwnhsE,1Story,5,Typ,COD
565,174900,1210,6,1165,490.0,2.0,1127.0,1165,1966,1,183.0,6,0,312.0,0,NAmes,Norm,Norm,1Fam,SLvl,7,Typ,WD 
566,164500,2710,5,1320,564.0,2.0,1164.0,1320,1966,1,97.0,6,2,328.0,160,Sawyer,Norm,Norm,1Fam,SLvl,6,Typ,WD 
567,214000,44,7,1535,532.0,2.0,1517.0,1535,2004,2,168.0,7,0,2.0,0,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
568,185000,1026,7,2044,489.0,2.0,738.0,1277,1980,2,280.0,7,1,0.0,28,NWAmes,Norm,Norm,1Fam,2Story,6,Min1,WD 
569,123000,1343,4,1136,336.0,1.0,704.0,624,1929,1,0.0,6,0,80.0,0,BrkSide,Norm,Norm,1Fam,1.5Fin,7,Typ,WD 
570,183500,2248,6,1299,486.0,2.0,1001.0,1299,1979,2,0.0,5,1,1001.0,84,Mitchel,Norm,Norm,1Fam,SFoyer,6,Typ,WD 
571,174000,1849,8,1441,492.0,2.0,776.0,764,1999,2,456.0,5,0,0.0,206,Somerst,Norm,Norm,Twnhs,2Story,5,Typ,WD 
572,130000,2076,5,1630,649.0,2.0,1073.0,1630,1953,2,0.0,6,1,587.0,0,Edwards,Norm,Norm,1Fam,1Story,5,Mod,COD
573,178000,2641,7,1641,546.0,2.0,728.0,832,1925,1,0.0,6,1,16.0,0,OldTown,Norm,Norm,1Fam,2Story,7,Typ,WD 
574,189900,5,5,1629,482.0,2.0,928.0,928,1997,2,0.0,6,1,791.0,212,Gilbert,Norm,Norm,1Fam,2Story,5,Typ,WD 
575,144000,878,6,848,420.0,2.0,848.0,848,2003,1,170.0,4,0,685.0,140,CollgCr,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
576,120500,1548,6,816,432.0,1.0,816.0,816,1930,1,0.0,5,0,538.0,0,IDOTRR,Norm,Norm,1Fam,1Story,8,Typ,WD 
577,145000,841,5,1097,672.0,2.0,1097.0,1097,1994,1,0.0,6,0,0.0,392,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
578,251000,1621,8,1652,499.0,2.0,1494.0,1652,2000,2,0.0,6,0,1196.0,96,StoneBr,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
579,136500,218,4,1768,0.0,0.0,1768.0,1768,1968,2,0.0,8,0,0.0,0,Sawyer,Norm,Norm,Duplex,1Story,5,Typ,WD 
580,82500,1504,4,1152,0.0,0.0,0.0,1152,1955,2,58.0,6,0,0.0,0,Edwards,Norm,Norm,Duplex,1Story,5,Typ,WD 
581,57625,946,2,810,280.0,1.0,0.0,810,1910,1,0.0,4,0,0.0,119,IDOTRR,Norm,Norm,1Fam,1Story,4,Min1,ConLD
582,212500,455,7,1358,484.0,2.0,1350.0,1358,2007,2,176.0,6,1,876.0,192,NridgHt,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
583,164000,2906,6,1216,402.0,2.0,1216.0,1216,1998,2,116.0,5,0,897.0,0,Mitchel,Norm,Norm,Twnhs,1Story,5,Typ,WD 
584,139000,2878,6,1638,384.0,1.0,967.0,967,1957,2,327.0,6,0,0.0,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,Typ,WD 
585,160000,1173,7,1252,462.0,2.0,600.0,624,1999,2,212.0,4,0,510.0,0,Somerst,Norm,Norm,Twnhs,2Story,5,Typ,WD 
586,149000,985,5,883,698.0,2.0,828.0,883,1992,1,0.0,5,1,718.0,100,Mitchel,Norm,Norm,1Fam,SFoyer,6,Typ,WD 
587,130000,975,5,874,288.0,1.0,864.0,874,1968,1,0.0,5,0,510.0,33,Mitchel,Norm,Norm,1Fam,1Story,6,Typ,WD 
588,140000,202,7,1710,480.0,2.0,576.0,902,1921,2,0.0,9,0,0.0,12,OldTown,RRAn,Feedr,1Fam,2Story,6,Typ,WD 
589,264500,528,8,1836,517.0,2.0,1836.0,1836,2008,2,288.0,8,1,0.0,0,Somerst,Norm,Norm,1Fam,1Story,5,Typ,New
590,141000,2579,5,1092,299.0,1.0,1092.0,1092,1957,1,0.0,6,1,895.0,268,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
591,199900,1841,7,1241,569.0,2.0,1241.0,1241,2006,1,,4,0,1106.0,0,Somerst,Norm,Norm,TwnhsE,1Story,5,Typ,New
592,167900,591,6,1334,630.0,2.0,1350.0,1334,1977,2,360.0,6,1,686.0,0,NWAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
593,181900,1897,6,1429,572.0,2.0,1144.0,1429,1960,1,85.0,7,2,594.0,216,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
594,262500,70,8,1566,750.0,2.0,1566.0,1566,2008,2,36.0,7,0,1078.0,144,Somerst,Norm,Norm,1Fam,1Story,5,Typ,WD 
595,230000,590,7,2288,520.0,2.0,908.0,1316,1977,1,283.0,8,2,432.0,321,NWAmes,Norm,Norm,1Fam,2Story,7,Typ,WD 
596,328900,1172,9,1709,506.0,2.0,1698.0,1709,1999,2,60.0,5,1,1238.0,97,Somerst,Norm,Norm,TwnhsE,1Story,5,Typ,CWD
597,232698,1714,8,1721,554.0,2.0,1721.0,1721,2005,2,210.0,7,0,119.0,168,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
598,221800,829,8,1254,810.0,3.0,1254.0,1254,2008,2,140.0,5,0,872.0,168,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
599,152400,1397,5,1350,627.0,3.0,576.0,864,1941,1,0.0,6,0,336.0,0,Sawyer,Norm,Norm,1Fam,1.5Fin,7,Min1,WD 
600,213000,877,7,1630,451.0,2.0,1630.0,1630,2000,2,171.0,6,1,0.0,74,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
601,184900,2477,7,1585,449.0,2.0,784.0,831,2005,2,96.0,7,0,0.0,100,SawyerW,Norm,Norm,1Fam,2Story,5,Typ,WD 
602,157000,2871,5,1336,375.0,1.0,1165.0,1336,1953,1,56.0,5,2,841.0,0,Crawfor,Norm,Norm,2fmCon,1Story,5,Typ,WD 
603,144000,2489,5,1211,576.0,2.0,864.0,1211,1962,1,0.0,6,1,612.0,161,Sawyer,Norm,Norm,1Fam,1Story,6,Min1,WD 
604,192350,1655,6,1353,478.0,2.0,1259.0,1353,1979,2,253.0,5,1,903.0,240,NWAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
605,163500,1891,7,1200,440.0,2.0,1174.0,1200,1966,2,202.0,6,1,654.0,0,NAmes,Norm,Norm,1Fam,1Story,6,Typ,CWD
606,262280,1419,7,2329,514.0,2.0,1475.0,1532,1990,2,99.0,10,1,1085.0,192,SawyerW,Norm,Norm,1Fam,2Story,5,Typ,WD 
607,214000,1473,7,1536,532.0,2.0,1536.0,1536,2002,2,113.0,7,0,810.0,192,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
608,230000,2868,6,1811,470.0,2.0,1073.0,1811,1956,1,0.0,6,1,296.0,0,Crawfor,Norm,Norm,1Fam,1Story,7,Typ,WD 
609,280000,1695,7,2172,947.0,3.0,1063.0,1071,2006,2,350.0,9,1,0.0,192,NridgHt,Norm,Norm,1Fam,2Story,5,Typ,New
610,140000,2244,4,1073,720.0,2.0,1073.0,1073,1957,1,0.0,6,0,967.0,0,IDOTRR,Norm,Norm,1Fam,1Story,6,Typ,WD 
611,155000,169,6,1839,442.0,2.0,756.0,1051,1966,1,351.0,7,1,0.0,0,NAmes,PosN,Norm,1Fam,2Story,5,Typ,WD 
612,64500,2670,3,1020,0.0,0.0,1020.0,1020,1918,1,0.0,5,0,0.0,0,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,Typ,ConLD
613,218000,247,6,1802,1017.0,4.0,946.0,964,1993,2,85.0,8,1,860.0,450,SawyerW,Norm,Norm,1Fam,2Story,7,Typ,WD 
614,160000,2137,5,1009,576.0,2.0,995.0,1009,1977,2,51.0,6,1,755.0,0,CollgCr,Norm,Norm,1Fam,SLvl,7,Typ,WD 
615,208900,1794,8,1338,598.0,2.0,1338.0,1338,2007,2,0.0,6,0,24.0,0,Somerst,Norm,Norm,1Fam,1Story,5,Typ,New
616,284700,1498,5,3820,624.0,2.0,0.0,3820,1959,3,0.0,11,2,0.0,0,Edwards,Norm,Norm,1Fam,1Story,7,Typ,WD 
617,146000,1164,7,1392,540.0,2.0,689.0,703,2007,2,0.0,5,0,0.0,0,Somerst,Norm,Norm,TwnhsE,2Story,5,Typ,WD 
618,245500,1179,8,1288,500.0,2.0,1260.0,1288,1996,1,0.0,4,2,786.0,120,Veenker,Norm,Norm,TwnhsE,1Story,5,Typ,WD 
619,113000,1340,6,1013,160.0,1.0,992.0,1013,1926,1,0.0,6,0,0.0,0,BrkSide,Norm,Norm,1Fam,1.5Unf,7,Typ,WD 
620,296000,436,8,1782,932.0,3.0,1782.0,1782,2004,2,238.0,7,2,1531.0,99,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
621,377426,1636,9,1922,676.0,3.0,1922.0,1922,2005,2,200.0,8,1,1249.0,178,StoneBr,Norm,Norm,1Fam,1Story,5,Typ,WD 
622,337500,421,10,1718,786.0,3.0,1700.0,1718,2006,2,230.0,7,1,1172.0,216,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
623,552000,457,10,2492,949.0,3.0,2492.0,2492,2004,2,730.0,8,1,2146.0,226,NridgHt,Norm,Norm,1Fam,1Story,5,Typ,WD 
624,97900,2834,4,936,265.0,1.0,624.0,624,1948,1,0.0,5,0,0.0,0,Edwards,Norm,Norm,1Fam,1.5Fin,7,Typ,WD 
625,208300,517,6,1218,676.0,2.0,1218.0,1218,2009,2,0.0,4,0,27.0,0,Somerst,Norm,Norm,1Fam,1Story,5,Typ,New
626,213000,1566,7,1820,816.0,3.0,910.0,910,1996,2,0.0,8,1,0.0,318,Mitchel,Norm,Norm,1Fam,2Story,5,Typ,WD 
627,188000,1439,7,1724,527.0,2.0,880.0,880,1998,2,0.0,8,0,0.0,120,CollgCr,Norm,Norm,1Fam,2Story,5,Typ,WD 
628,162000,2577,6,1336,488.0,2.0,1121.0,1336,1958,1,632.0,7,1,203.0,80,NAmes,Feedr,Norm,1Fam,1Story,6,Typ,WD 
629,152000,2241,5,1558,282.0,1.0,910.0,910,1950,1,0.0,6,0,420.0,289,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,Typ,WD 
630,254900,71,7,1947,678.0,2.0,991.0,991,2004,2,0.0,8,1,222.0,0,Somerst,Norm,Norm,1Fam,2Story,5,Typ,WD 
631,189000,1143,7,1657,483.0,2.0,832.0,832,1994,2,145.0,6,0,537.0,144,SawyerW,Norm,Norm,1Fam,2Story,5,Typ,WD 
632,235000,1021,7,2064,550.0,2.0,2048.0,2064,1978,2,383.0,7,2,1206.0,200,NWAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
633,125000,1416,5,1164,240.0,1.0,1164.0,1164,1950,1,0.0,5,0,1040.0,0,Edwards,Norm,Norm,2fmCon,1Story,5,Typ,ConLD
634,120000,35,7,836,308.0,1.0,836.0,836,1975,1,0.0,4,0,0.0,0,NPkVill,Norm,Norm,Twnhs,1Story,6,Typ,WD 
635,81500,2904,1,1600,270.0,1.0,0.0,1600,1951,1,0.0,6,0,0.0,0,Mitchel,Artery,Norm,1Fam,1Story,3,Mod,WD 
636,118500,2174,6,816,0.0,0.0,816.0,816,1990,1,104.0,5,0,816.0,0,Edwards,Norm,Norm,Duplex,SFoyer,5,Typ,WD 
637,370878,522,9,1766,478.0,3.0,1766.0,1766,2009,2,162.0,7,1,1121.0,195,Somerst,Norm,Norm,1Fam,1Story,5,Typ,New
638,145000,2211,5,2002,871.0,3.0,1001.0,1001,1949,2,0.0,8,0,284.0,0,Crawfor,Norm,Norm,Duplex,2Story,6,Typ,WD 
639,311500,1539,7,1954,431.0,2.0,798.0,1137,1939,1,312.0,8,2,341.0,0,Crawfor,Norm,Norm,1Fam,1.5Fin,9,Typ,WD 
640,210250,2420,7,1364,437.0,2.0,1220.0,1364,2006,2,14.0,6,1,453.0,100,Blmngtn,Norm,Norm,TwnhsE,1Story,5,Typ,New
641,200000,2779,7,1861,492.0,2.0,916.0,920,2002,2,0.0,8,0,700.0,146,CollgCr,Norm,Norm,1Fam,2Story,5,Typ,WD 
642,126000,953,5,1734,539.0,2.0,0.0,1302,1977,2,0.0,8,0,0.0,0,Mitchel,Norm,Norm,Duplex,1.5Fin,5,Typ,COD
643,114000,658,4,1039,281.0,1.0,405.0,717,1900,1,0.0,6,0,0.0,0,OldTown,Norm,Norm,1Fam,2Story,8,Typ,WD 
644,87500,714,4,1510,720.0,2.0,677.0,833,1910,2,0.0,7,0,0.0,0,OldTown,Norm,Norm,1Fam,2Story,4,Typ,WD 
645,349265,1637,8,2541,729.0,3.0,1149.0,1164,2005,3,146.0,10,1,986.0,120,StoneBr,Norm,Norm,1Fam,2Story,5,Typ,WD 
646,203000,538,8,1512,845.0,3.0,1512.0,1512,2004,2,264.0,6,0,516.0,210,SawyerW,Norm,Norm,1Fam,1Story,5,Typ,WD 
647,189000,546,7,1434,527.0,2.0,1454.0,1434,2001,2,0.0,6,1,20.0,290,SawyerW,Norm,Norm,1Fam,1Story,5,Typ,WD 
648,209000,533,7,1653,628.0,2.0,812.0,812,2003,2,0.0,6,0,410.0,0,Somerst,Norm,Norm,1Fam,2Story,5,Typ,WD 
649,160000,718,6,2007,357.0,1.0,917.0,1090,1900,2,0.0,8,0,0.0,0,OldTown,Artery,Norm,1Fam,2Story,7,Typ,WD 
650,129000,1830,5,1037,431.0,2.0,1037.0,1037,1974,1,44.0,5,0,787.0,136,Sawyer,RRAe,Norm,1Fam,1Story,5,Typ,WD 
651,170000,2929,5,1389,418.0,2.0,1389.0,1389,1974,1,0.0,6,1,1071.0,240,Mitchel,Norm,Norm,1Fam,1Story,5,Typ,WD 
652,90350,2207,5,694,352.0,1.0,440.0,694,1913,1,0.0,4,1,365.0,0,Crawfor,Norm,Norm,1Fam,1Story,6,Typ,WD 
653,79000,1417,6,1096,0.0,0.0,572.0,572,1924,1,0.0,5,0,0.0,0,Edwards,Artery,Norm,1Fam,1.5Fin,5,Typ,WD 
654,149900,2787,5,894,552.0,2.0,894.0,894,1972,1,0.0,5,0,894.0,256,CollgCr,Norm,Norm,1Fam,1Story,7,Typ,WD 
655,123000,1037,5,864,576.0,2.0,864.0,864,1971,1,0.0,5,0,119.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
656,87000,2659,4,1774,779.0,3.0,1095.0,1095,1900,2,0.0,8,0,0.0,0,OldTown,Norm,Norm,1Fam,2Story,2,Min2,WD 
657,171000,1567,6,1118,358.0,1.0,1096.0,1118,1977,1,0.0,6,1,522.0,203,Mitchel,Norm,Norm,1Fam,SLvl,6,Typ,WD 
658,119000,1225,6,1252,288.0,1.0,1032.0,1032,1950,1,0.0,6,0,280.0,0,NAmes,Norm,Norm,1Fam,1.5Fin,5,Typ,WD 
659,132500,685,5,1148,672.0,1.0,1148.0,1148,1959,1,0.0,6,0,1148.0,0,NAmes,Norm,Norm,1Fam,1Story,5,Typ,WD 
660,161000,1358,8,1666,228.0,1.0,588.0,833,1925,1,0.0,7,1,0.0,192,OldTown,Norm,Norm,1Fam,2Story,7,Typ,WD 
661,274000,1461,9,1947,725.0,3.0,1357.0,1366,2001,2,134.0,7,1,1194.0,168,CollgCr,Norm,Norm,1Fam,2Story,5,Typ,WD 
662,125000,221,5,912,336.0,1.0,912.0,912,1967,1,0.0,5,1,842.0,0,Sawyer,Feedr,Norm,1Fam,1Story,5,Typ,WD 
663,98500,2187,5,1195,0.0,0.0,1195.0,1195,1946,2,0.0,8,0,0.0,118,Edwards,Norm,Norm,Duplex,1Story,6,Typ,WD 
664,262000,2504,8,1624,757.0,3.0,1624.0,1624,1994,2,0.0,5,1,1456.0,0,NoRidge,Norm,Norm,1Fam,1Story,5,Typ,WD 
665,134900,855,5,914,444.0,2.0,914.0,914,1979,1,40.0,5,0,710.0,0,CollgCr,Norm,Norm,1Fam,1Story,7,Typ,WD 
666,170000,2258,5,1328,308.0,1.0,1350.0,1328,1959,1,0.0,5,2,967.0,0,Timber,Norm,Norm,1Fam,1Story,6,Typ,WD 
667,135000,2205,6,1461,225.0,1.0,686.0,686,1926,1,0.0,6,1,0.0,0,Crawfor,Norm,Norm,1Fam,2Story,8,Typ,WD 
668,290000,1158,6,2683,473.0,2.0,930.0,1364,1990,2,304.0,9,2,704.0,237,NoRidge,Norm,Norm,1Fam,2Story,5,Typ,WD 
669,173500,1741,7,1258,462.0,2.0,1246.0,1258,2007,2,0.0,6,0,0.0,0,Gilbert,Norm,Norm,1Fam,1Story,6,Typ,New
670,225000,2735,5,2008,230.0,1.0,896.0,1112,1948,3,0.0,8,0,603.0,103,Edwards,Norm,Norm,1Fam,2Story,8,Typ,WD 
671,140500,1888,5,1187,440.0,2.0,864.0,1187,1961,1,0.0,6,1,311.0,128,NAmes,Norm,Norm,1Fam,1Story,5,Typ,CWD
672,126000,2121,5,990,299.0,1.0,990.0,990,1994,1,0.0,5,0,495.0,0,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
673,170000,1176,8,1586,480.0,2.0,960.0,962,1999,2,466.0,7,0,612.0,169,Somerst,Norm,Norm,Twnhs,2Story,5,Typ,WD 
674,156000,2773,5,990,576.0,2.0,990.0,990,1995,1,0.0,5,0,716.0,224,CollgCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
675,207500,2619,5,1600,319.0,1.0,1484.0,1600,1957,1,0.0,6,2,1277.0,288,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
676,255000,1796,8,1792,590.0,2.0,896.0,896,2007,2,0.0,8,0,350.0,184,Somerst,Norm,Norm,1Fam,2Story,5,Typ,New
677,94900,1598,4,988,297.0,1.0,462.0,526,1973,1,0.0,4,1,437.0,0,MeadowV,Norm,Norm,Twnhs,SLvl,6,Typ,WD 
678,140000,1965,5,1170,338.0,1.0,1170.0,1170,1958,1,0.0,6,1,625.0,0,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
679,96900,2651,3,1376,216.0,1.0,738.0,714,1905,1,0.0,7,0,0.0,0,OldTown,Norm,Norm,1Fam,2Story,5,Typ,WD 
680,154000,609,5,1154,480.0,2.0,1154.0,1154,1966,1,200.0,6,1,740.0,0,NAmes,Norm,Norm,1Fam,1Story,6,Typ,WD 
681,184900,1990,8,1772,816.0,2.0,725.0,909,1910,2,0.0,7,0,0.0,0,OldTown,Norm,Norm,1Fam,2Story,9,Typ,WD 
682,385000,1053,10,2084,1220.0,3.0,2078.0,2084,2007,2,816.0,7,1,1636.0,188,NridgHt,PosN,PosN,1Fam,1Story,5,Typ,New
683,106500,2877,4,951,327.0,1.0,951.0,951,1936,1,0.0,6,0,285.0,0,IDOTRR,Norm,Norm,1Fam,1Story,6,Typ,WD 
684,327000,497,8,2687,810.0,3.0,1455.0,1466,2000,2,150.0,10,2,1173.0,252,NoRidge,Norm,Norm,1Fam,2Story,5,Typ,WD 
685,468000,514,9,2490,795.0,3.0,2458.0,2490,2005,2,198.0,9,2,2158.0,70,Somerst,PosN,PosN,1Fam,1Story,5,Typ,WD 
686,135000,759,6,1666,384.0,1.0,1204.0,1204,1927,1,0.0,4,0,0.0,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,Typ,WD 
687,142500,2474,6,1141,484.0,2.0,1141.0,1141,2005,1,0.0,6,0,0.0,0,SawyerW,RRAe,Norm,1Fam,1Story,5,Typ,WD 
688,141000,1193,5,1464,470.0,2.0,732.0,732,1968,1,0.0,7,0,732.0,0,NAmes,Feedr,Norm,1Fam,2Story,6,Typ,WD 
689,107500,1415,5,1347,0.0,0.0,1117.0,820,1910,1,0.0,5,0,969.0,85,Edwards,Norm,Norm,2fmCon,2Story,7,Typ,WD 
690,108500,2048,5,1282,240.0,1.0,672.0,778,1942,1,0.0,4,0,485.0,0,SWISU,Norm,Norm,2fmCon,1.5Fin,6,Typ,WD 
691,150000,2483,6,1320,472.0,2.0,636.0,636,1994,2,0.0,6,0,274.0,0,SawyerW,RRAe,Norm,1Fam,2Story,5,Typ,WD 
692,78000,2883,3,936,0.0,0.0,216.0,576,1916,1,0.0,6,0,0.0,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,Typ,WD 
693,235128,1111,8,1580,830.0,3.0,1580.0,1580,2007,2,186.0,7,0,0.0,0,Somerst,Feedr,Norm,1Fam,1Story,5,Typ,ConLD
694,302000,2072,7,1824,739.0,2.0,1643.0,1824,1971,2,351.0,5,2,1219.0,380,ClearCr,Norm,Norm,1Fam,1Story,5,Typ,WD 
695,163000,1450,5,1558,440.0,2.0,864.0,1558,1975,2,0.0,5,0,88.0,140,CollgCr,Norm,Norm,1Fam,1Story,6,Min2,WD 
696,84900,274,3,640,240.0,1.0,0.0,640,1945,1,0.0,5,0,0.0,0,Edwards,Feedr,Norm,1Fam,1Story,6,Min1,ConLD
697,147000,413,6,1322,440.0,2.0,855.0,855,1974,2,0.0,6,1,257.0,260,NPkVill,Norm,Norm,TwnhsE,2Story,5,Typ,WD 
698,155000,751,7,1826,164.0,1.0,910.0,916,1915,1,0.0,7,1,299.0,0,OldTown,Norm,Norm,1Fam,2Story,8,Min2,WD 
699,180000,2897,7,1339,484.0,2.0,1309.0,1339,1990,2,54.0,6,1,1053.0,0,Timber,Norm,Norm,1Fam,1Story,5,Typ,WD 
700,55000,207,4,1092,0.0,0.0,0.0,372,1930,2,0.0,7,0,0.0,0,IDOTRR,Norm,Norm,2fmCon,2Story,5,Mod,WD 
701,187500,2269,7,1146,438.0,2.0,868.0,1146,2003,2,442.0,6,1,786.0,160,Timber,Norm,Norm,1Fam,SLvl,5,Typ,WD 
702,125000,891,6,1125,352.0,1.0,1041.0,1125,1976,1,255.0,6,1,631.0,296,Edwards,Norm,Norm,1Fam,SLvl,6,Typ,WD 
